hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,N,S,E,W,Date
0,243.0,-4,-2.0,1026.0,4.47,0,0,0,1,1,0,2011-12-02 00:00:00
1,287.0,-4,-2.0,1025.0,0.89,0,0,0,0,0,0,2011-12-02 01:00:00
2,303.0,-4,-2.0,1025.0,1.78,0,0,0,0,0,0,2011-12-02 02:00:00
3,282.0,-3,-2.0,1024.0,0.89,0,0,0,1,1,0,2011-12-02 03:00:00
4,284.0,-3,-2.0,1024.0,1.78,0,0,0,1,1,0,2011-12-02 04:00:00
5,290.0,-3,-2.0,1023.0,3.57,0,0,0,1,1,0,2011-12-02 05:00:00
6,296.0,-3,-2.0,1023.0,0.89,0,0,1,0,1,0,2011-12-02 06:00:00
7,306.0,-3,-2.0,1024.0,1.78,1,0,1,0,1,0,2011-12-02 07:00:00
8,309.0,-2,-2.0,1024.0,2.67,2,0,1,0,1,0,2011-12-02 08:00:00
9,301.0,-2,-1.0,1024.0,0.89,3,0,0,0,0,0,2011-12-02 09:00:00
10,265.0,-2,-1.0,1024.0,1.34,4,0,0,0,0,0,2011-12-02 10:00:00
11,293.0,-2,-1.0,1023.0,0.89,5,0,1,0,1,0,2011-12-02 11:00:00
12,289.0,-1,-1.0,1023.0,0.89,6,0,0,0,0,0,2011-12-02 12:00:00
13,254.0,-1,0.0,1022.0,1.79,7,0,0,1,1,0,2011-12-02 13:00:00
14,279.0,-1,0.0,1022.0,3.58,0,0,0,1,1,0,2011-12-02 14:00:00
15,278.0,-1,0.0,1022.0,5.37,0,0,0,1,1,0,2011-12-02 15:00:00
16,281.0,-1,0.0,1022.0,6.26,0,0,0,1,1,0,2011-12-02 16:00:00
17,295.0,-2,-1.0,1022.0,7.15,0,0,0,1,1,0,2011-12-02 17:00:00
18,307.0,-2,-1.0,1023.0,8.04,0,0,0,1,1,0,2011-12-02 18:00:00
19,365.0,-1,-1.0,1023.0,0.89,0,0,1,0,1,0,2011-12-02 19:00:00
20,431.0,-1,0.0,1023.0,0.89,0,0,0,0,0,0,2011-12-02 20:00:00
21,494.0,-1,0.0,1023.0,0.89,0,0,0,1,1,0,2011-12-02 21:00:00
22,490.0,-1,0.0,1024.0,0.89,0,0,0,0,0,0,2011-12-02 22:00:00
23,473.0,-1,0.0,1024.0,1.78,0,0,0,0,0,0,2011-12-02 23:00:00
0,473.0,-1,-1.0,1024.0,0.89,0,0,0,1,1,0,2011-12-03 00:00:00
1,477.0,-3,-3.0,1024.0,1.79,0,0,1,0,0,1,2011-12-03 01:00:00
2,301.0,-4,-4.0,1024.0,4.92,0,0,1,0,0,1,2011-12-03 02:00:00
3,288.0,-6,-6.0,1024.0,8.05,0,0,1,0,0,1,2011-12-03 03:00:00
4,96.0,-5,-5.0,1024.0,12.07,0,0,1,0,0,1,2011-12-03 04:00:00
5,17.0,-6,-4.0,1024.0,13.86,0,0,1,0,0,1,2011-12-03 05:00:00
6,26.0,-8,-6.0,1025.0,3.13,0,0,1,0,1,0,2011-12-03 06:00:00
7,37.0,-8,-4.0,1026.0,8.05,0,0,1,0,1,0,2011-12-03 07:00:00
8,36.0,-7,-2.0,1027.0,11.18,0,0,1,0,1,0,2011-12-03 08:00:00
9,34.0,-8,-1.0,1027.0,15.2,0,0,1,0,1,0,2011-12-03 09:00:00
10,34.0,-7,0.0,1027.0,4.92,0,0,1,0,0,1,2011-12-03 10:00:00
11,27.0,-7,2.0,1027.0,8.94,0,0,1,0,0,1,2011-12-03 11:00:00
12,29.0,-9,2.0,1027.0,4.02,0,0,1,0,1,0,2011-12-03 12:00:00
13,29.0,-10,5.0,1025.0,1.79,0,0,0,0,0,0,2011-12-03 13:00:00
14,32.0,-11,6.0,1025.0,1.79,0,0,1,0,0,1,2011-12-03 14:00:00
15,35.0,-11,5.0,1025.0,3.58,0,0,1,0,0,1,2011-12-03 15:00:00
16,39.0,-12,5.0,1026.0,0.89,0,0,0,0,0,0,2011-12-03 16:00:00
17,42.0,-11,2.0,1026.0,1.79,0,0,0,1,1,0,2011-12-03 17:00:00
18,99.0,-10,1.0,1026.0,3.58,0,0,0,1,1,0,2011-12-03 18:00:00
19,137.0,-6,1.0,1027.0,5.37,0,0,0,1,1,0,2011-12-03 19:00:00
20,168.0,-4,1.0,1027.0,7.16,0,0,0,1,1,0,2011-12-03 20:00:00
21,177.0,-5,-2.0,1027.0,0.89,0,0,0,0,0,0,2011-12-03 21:00:00
22,184.0,-5,-3.0,1027.0,1.78,0,0,0,0,0,0,2011-12-03 22:00:00
23,195.0,-5,-3.0,1027.0,0.89,0,0,0,1,1,0,2011-12-03 23:00:00
0,193.0,-6,-3.0,1027.0,1.78,0,0,0,1,1,0,2011-12-04 00:00:00
1,187.0,-5,-3.0,1028.0,0.89,0,0,0,0,0,0,2011-12-04 01:00:00
2,178.0,-4,-3.0,1028.0,1.78,0,0,0,0,0,0,2011-12-04 02:00:00
3,206.0,-5,-3.0,1028.0,2.67,0,0,0,0,0,0,2011-12-04 03:00:00
4,260.0,-6,-3.0,1027.0,0.89,0,0,0,1,1,0,2011-12-04 04:00:00
5,276.0,-6,-4.0,1028.0,0.89,0,0,1,0,1,0,2011-12-04 05:00:00
6,250.0,-7,-5.0,1028.0,0.89,0,0,0,0,0,0,2011-12-04 06:00:00
7,203.0,-7,-6.0,1028.0,1.34,0,0,0,0,0,0,2011-12-04 07:00:00
8,222.0,-6,-5.0,1029.0,1.79,0,0,1,0,0,1,2011-12-04 08:00:00
9,113.0,-6,-2.0,1029.0,0.89,0,0,0,0,0,0,2011-12-04 09:00:00
10,54.0,-5,-1.0,1030.0,1.78,0,0,0,0,0,0,2011-12-04 10:00:00
11,63.0,-5,1.0,1029.0,2.67,0,0,0,0,0,0,2011-12-04 11:00:00
12,65.0,-5,1.0,1028.0,3.56,0,0,0,0,0,0,2011-12-04 12:00:00
13,100.0,-4,2.0,1027.0,4.45,0,0,0,0,0,0,2011-12-04 13:00:00
14,126.0,-3,2.0,1027.0,1.79,0,0,0,1,1,0,2011-12-04 14:00:00
15,221.0,-3,1.0,1028.0,3.58,0,0,0,1,1,0,2011-12-04 15:00:00
16,406.0,-3,-1.0,1028.0,5.37,0,0,0,1,1,0,2011-12-04 16:00:00
17,472.0,-3,-2.0,1029.0,7.16,0,0,0,1,1,0,2011-12-04 17:00:00
18,498.0,-3,-3.0,1029.0,8.95,0,0,0,1,1,0,2011-12-04 18:00:00
19,522.0,-3,-3.0,1030.0,10.74,0,0,0,1,1,0,2011-12-04 19:00:00
20,469.0,-3,-3.0,1031.0,13.87,0,0,0,1,1,0,2011-12-04 20:00:00
21,412.0,-3,-3.0,1031.0,15.66,0,0,0,1,1,0,2011-12-04 21:00:00
22,372.0,-4,-3.0,1032.0,1.79,0,0,1,0,1,0,2011-12-04 22:00:00
23,355.0,-4,-4.0,1032.0,1.79,0,0,0,1,1,0,2011-12-04 23:00:00
0,365.0,-4,-4.0,1032.0,0.89,0,0,0,0,0,0,2011-12-05 00:00:00
1,392.0,-4,-4.0,1031.0,0.89,0,0,1,0,0,1,2011-12-05 01:00:00
2,324.0,-3,-3.0,1032.0,0.89,0,0,0,0,0,0,2011-12-05 02:00:00
3,386.0,-3,-3.0,1032.0,4.02,0,0,1,0,0,1,2011-12-05 03:00:00
4,397.0,-3,-3.0,1032.0,5.81,0,0,1,0,0,1,2011-12-05 04:00:00
5,416.0,-3,-3.0,1032.0,6.7,0,0,1,0,0,1,2011-12-05 05:00:00
6,395.0,-3,-3.0,1032.0,7.59,0,0,1,0,0,1,2011-12-05 06:00:00
7,370.0,-3,-2.0,1032.0,1.79,0,0,1,0,1,0,2011-12-05 07:00:00
8,296.0,-2,-2.0,1032.0,0.45,0,0,0,0,0,0,2011-12-05 08:00:00
9,275.0,-2,-1.0,1033.0,1.34,0,0,0,0,0,0,2011-12-05 09:00:00
10,282.0,-2,-1.0,1033.0,1.79,1,0,0,1,1,0,2011-12-05 10:00:00
11,270.0,-2,-1.0,1032.0,3.58,2,0,0,1,1,0,2011-12-05 11:00:00
12,283.0,-1,-1.0,1031.0,0.89,3,0,0,0,0,0,2011-12-05 12:00:00
13,269.0,-1,-1.0,1031.0,1.78,0,0,0,0,0,0,2011-12-05 13:00:00
14,248.0,-1,0.0,1031.0,2.67,0,0,0,0,0,0,2011-12-05 14:00:00
15,268.0,-1,0.0,1031.0,3.56,0,0,0,0,0,0,2011-12-05 15:00:00
16,306.0,-1,0.0,1031.0,4.45,0,0,0,0,0,0,2011-12-05 16:00:00
17,270.0,-1,0.0,1031.0,0.89,0,0,0,1,1,0,2011-12-05 17:00:00
18,332.0,-1,0.0,1032.0,0.89,0,0,0,0,0,0,2011-12-05 18:00:00
19,335.0,-1,0.0,1032.0,0.89,0,0,1,0,1,0,2011-12-05 19:00:00
20,324.0,-1,0.0,1032.0,1.78,0,0,1,0,1,0,2011-12-05 20:00:00
21,318.0,-1,0.0,1032.0,0.89,0,0,0,0,0,0,2011-12-05 21:00:00
22,304.0,-1,0.0,1032.0,0.89,1,0,0,1,1,0,2011-12-05 22:00:00
23,266.0,0,0.0,1032.0,1.78,2,0,0,1,1,0,2011-12-05 23:00:00
0,226.0,-1,0.0,1032.0,1.79,3,0,1,0,0,1,2011-12-06 00:00:00
1,252.0,0,0.0,1031.0,3.58,4,0,1,0,0,1,2011-12-06 01:00:00
2,247.0,0,0.0,1031.0,5.37,5,0,1,0,0,1,2011-12-06 02:00:00
3,247.0,-1,0.0,1031.0,6.26,6,0,1,0,0,1,2011-12-06 03:00:00
4,237.0,-1,0.0,1031.0,8.05,0,0,1,0,0,1,2011-12-06 04:00:00
5,229.0,-1,0.0,1030.0,9.84,0,0,1,0,0,1,2011-12-06 05:00:00
6,225.0,-1,0.0,1031.0,11.63,0,0,1,0,0,1,2011-12-06 06:00:00
7,231.0,0,0.0,1032.0,12.52,1,0,1,0,0,1,2011-12-06 07:00:00
8,211.0,0,0.0,1032.0,14.31,2,0,1,0,0,1,2011-12-06 08:00:00
9,181.0,0,0.0,1032.0,16.1,0,0,1,0,0,1,2011-12-06 09:00:00
10,210.0,0,1.0,1032.0,0.89,0,0,0,0,0,0,2011-12-06 10:00:00
11,211.0,1,2.0,1032.0,1.78,0,0,0,0,0,0,2011-12-06 11:00:00
12,209.0,1,2.0,1031.0,3.13,0,0,1,0,0,1,2011-12-06 12:00:00
13,215.0,1,3.0,1030.0,0.89,0,0,0,0,0,0,2011-12-06 13:00:00
14,215.0,1,3.0,1029.0,1.78,0,0,0,0,0,0,2011-12-06 14:00:00
15,201.0,0,3.0,1030.0,2.67,0,0,0,0,0,0,2011-12-06 15:00:00
16,193.0,0,2.0,1030.0,0.89,0,0,0,1,1,0,2011-12-06 16:00:00
17,189.0,0,1.0,1030.0,2.68,0,0,0,1,1,0,2011-12-06 17:00:00
18,187.0,-1,0.0,1031.0,4.47,0,0,0,1,1,0,2011-12-06 18:00:00
19,240.0,-2,-2.0,1032.0,6.26,0,0,0,1,1,0,2011-12-06 19:00:00
20,232.0,-2,-2.0,1032.0,8.05,0,0,0,1,1,0,2011-12-06 20:00:00
21,279.0,-2,-2.0,1032.0,0.89,0,0,0,0,0,0,2011-12-06 21:00:00
22,456.0,-2,-2.0,1032.0,1.79,0,0,1,0,1,0,2011-12-06 22:00:00
23,420.0,-2,-2.0,1032.0,0.89,0,0,0,0,0,0,2011-12-06 23:00:00
0,340.0,-1,-1.0,1032.0,1.78,0,0,0,0,0,0,2011-12-07 00:00:00
1,306.0,-1,-1.0,1032.0,2.67,0,0,0,0,0,0,2011-12-07 01:00:00
2,286.0,-1,-1.0,1032.0,1.79,0,0,0,1,1,0,2011-12-07 02:00:00
3,284.0,-1,-1.0,1032.0,0.89,1,0,1,0,1,0,2011-12-07 03:00:00
4,287.0,-1,0.0,1031.0,0.45,2,0,0,0,0,0,2011-12-07 04:00:00
5,281.0,0,0.0,1031.0,0.89,3,0,1,0,1,0,2011-12-07 05:00:00
6,265.0,0,0.0,1032.0,0.45,4,0,0,0,0,0,2011-12-07 06:00:00
7,232.0,0,0.0,1032.0,0.89,0,0,1,0,1,0,2011-12-07 07:00:00
8,218.0,0,0.0,1033.0,0.89,0,0,0,0,0,0,2011-12-07 08:00:00
9,202.0,1,1.0,1034.0,1.79,0,0,1,0,1,0,2011-12-07 09:00:00
10,146.0,0,3.0,1034.0,4.92,0,0,1,0,0,1,2011-12-07 10:00:00
11,27.0,-8,4.0,1034.0,12.97,0,0,1,0,0,1,2011-12-07 11:00:00
12,28.0,-8,5.0,1033.0,21.02,0,0,1,0,0,1,2011-12-07 12:00:00
13,17.0,-10,5.0,1033.0,30.85,0,0,1,0,0,1,2011-12-07 13:00:00
14,18.0,-11,4.0,1032.0,40.68,0,0,1,0,0,1,2011-12-07 14:00:00
15,17.0,-11,3.0,1033.0,51.86,0,0,1,0,0,1,2011-12-07 15:00:00
16,18.0,-12,3.0,1033.0,59.91,0,0,1,0,0,1,2011-12-07 16:00:00
17,15.0,-13,2.0,1033.0,67.96,0,0,1,0,0,1,2011-12-07 17:00:00
18,16.0,-13,1.0,1034.0,75.11,0,0,1,0,0,1,2011-12-07 18:00:00
19,13.0,-15,1.0,1035.0,84.94,0,0,1,0,0,1,2011-12-07 19:00:00
20,12.0,-14,0.0,1036.0,93.88,0,0,1,0,0,1,2011-12-07 20:00:00
21,11.0,-15,-1.0,1036.0,105.95,0,0,1,0,0,1,2011-12-07 21:00:00
22,12.0,-16,-2.0,1037.0,115.78,0,0,1,0,0,1,2011-12-07 22:00:00
23,11.0,-16,-3.0,1038.0,123.83,0,0,1,0,0,1,2011-12-07 23:00:00
0,12.0,-17,-4.0,1038.0,133.66,0,0,1,0,0,1,2011-12-08 00:00:00
1,11.0,-17,-4.0,1038.0,143.49,0,0,1,0,0,1,2011-12-08 01:00:00
2,8.0,-18,-4.0,1039.0,152.43,0,0,1,0,0,1,2011-12-08 02:00:00
3,9.0,-18,-6.0,1039.0,160.48,0,0,1,0,0,1,2011-12-08 03:00:00
4,11.0,-19,-6.0,1039.0,168.53,0,0,1,0,0,1,2011-12-08 04:00:00
5,8.0,-19,-6.0,1039.0,176.58,0,0,1,0,0,1,2011-12-08 05:00:00
6,8.0,-18,-6.0,1039.0,183.73,0,0,1,0,0,1,2011-12-08 06:00:00
7,16.0,-17,-7.0,1040.0,3.13,0,0,1,0,1,0,2011-12-08 07:00:00
8,10.0,-17,-6.0,1041.0,7.15,0,0,1,0,1,0,2011-12-08 08:00:00
9,16.0,-16,-4.0,1041.0,4.02,0,0,1,0,0,1,2011-12-08 09:00:00
10,12.0,-16,-3.0,1041.0,9.83,0,0,1,0,0,1,2011-12-08 10:00:00
11,11.0,-15,-2.0,1040.0,13.85,0,0,1,0,0,1,2011-12-08 11:00:00
12,11.0,-16,-1.0,1039.0,23.68,0,0,1,0,0,1,2011-12-08 12:00:00
13,17.0,-16,-1.0,1039.0,30.83,0,0,1,0,0,1,2011-12-08 13:00:00
14,9.0,-18,0.0,1038.0,39.77,0,0,1,0,0,1,2011-12-08 14:00:00
15,10.0,-18,-1.0,1039.0,50.95,0,0,1,0,0,1,2011-12-08 15:00:00
16,12.0,-18,-2.0,1039.0,60.78,0,0,1,0,0,1,2011-12-08 16:00:00
17,14.0,-18,-3.0,1039.0,69.72,0,0,1,0,0,1,2011-12-08 17:00:00
18,15.0,-18,-3.0,1040.0,78.66,0,0,1,0,0,1,2011-12-08 18:00:00
19,15.0,-18,-3.0,1040.0,87.6,0,0,1,0,0,1,2011-12-08 19:00:00
20,9.0,-18,-4.0,1041.0,96.54,0,0,1,0,0,1,2011-12-08 20:00:00
21,7.0,-18,-4.0,1041.0,104.59,0,0,1,0,0,1,2011-12-08 21:00:00
22,7.0,-18,-5.0,1042.0,111.74,0,0,1,0,0,1,2011-12-08 22:00:00
23,7.0,-18,-5.0,1042.0,119.79,0,0,1,0,0,1,2011-12-08 23:00:00
0,7.0,-18,-7.0,1042.0,123.81,0,0,1,0,0,1,2011-12-09 00:00:00
1,17.0,-17,-8.0,1041.0,127.83,0,0,1,0,0,1,2011-12-09 01:00:00
2,17.0,-17,-7.0,1041.0,131.85,0,0,1,0,0,1,2011-12-09 02:00:00
3,18.0,-17,-8.0,1041.0,134.98,0,0,1,0,0,1,2011-12-09 03:00:00
4,13.0,-17,-6.0,1040.0,142.13,0,0,1,0,0,1,2011-12-09 04:00:00
5,13.0,-17,-7.0,1040.0,147.05,0,0,1,0,0,1,2011-12-09 05:00:00
6,14.0,-17,-8.0,1040.0,1.79,0,0,1,0,1,0,2011-12-09 06:00:00
7,12.0,-16,-8.0,1040.0,5.81,0,0,1,0,1,0,2011-12-09 07:00:00
8,22.0,-15,-7.0,1040.0,8.94,0,0,1,0,1,0,2011-12-09 08:00:00
9,32.0,-16,-5.0,1040.0,4.92,0,0,1,0,0,1,2011-12-09 09:00:00
10,26.0,-16,-3.0,1039.0,3.13,0,0,1,0,1,0,2011-12-09 10:00:00
11,25.0,-16,-1.0,1037.0,8.94,0,0,1,0,0,1,2011-12-09 11:00:00
12,19.0,-18,0.0,1036.0,17.88,0,0,1,0,0,1,2011-12-09 12:00:00
13,19.0,-18,0.0,1035.0,25.03,0,0,1,0,0,1,2011-12-09 13:00:00
14,18.0,-18,0.0,1034.0,33.08,0,0,1,0,0,1,2011-12-09 14:00:00
15,16.0,-18,0.0,1033.0,41.13,0,0,1,0,0,1,2011-12-09 15:00:00
16,17.0,-18,0.0,1033.0,48.28,0,0,1,0,0,1,2011-12-09 16:00:00
17,18.0,-15,0.0,1033.0,55.43,0,0,1,0,0,1,2011-12-09 17:00:00
18,18.0,-16,-1.0,1034.0,60.35,0,0,1,0,0,1,2011-12-09 18:00:00
19,20.0,-16,-1.0,1033.0,67.5,0,0,1,0,0,1,2011-12-09 19:00:00
20,29.0,-16,-2.0,1034.0,75.55,0,0,1,0,0,1,2011-12-09 20:00:00
21,17.0,-16,-2.0,1034.0,82.7,0,0,1,0,0,1,2011-12-09 21:00:00
22,19.0,-16,-3.0,1033.0,87.62,0,0,1,0,0,1,2011-12-09 22:00:00
23,11.0,-16,-3.0,1033.0,93.43,0,0,1,0,0,1,2011-12-09 23:00:00
0,18.0,-16,-4.0,1033.0,99.24,0,0,1,0,0,1,2011-12-10 00:00:00
1,11.0,-16,-4.0,1032.0,106.39,0,0,1,0,0,1,2011-12-10 01:00:00
2,16.0,-16,-4.0,1032.0,114.44,0,0,1,0,0,1,2011-12-10 02:00:00
3,17.0,-16,-4.0,1032.0,121.59,0,0,1,0,0,1,2011-12-10 03:00:00
4,14.0,-16,-6.0,1031.0,125.61,0,0,1,0,0,1,2011-12-10 04:00:00
5,15.0,-16,-4.0,1030.0,129.63,0,0,1,0,0,1,2011-12-10 05:00:00
6,13.0,-17,-4.0,1030.0,134.55,0,0,1,0,0,1,2011-12-10 06:00:00
7,15.0,-17,-4.0,1030.0,136.34,0,0,1,0,0,1,2011-12-10 07:00:00
8,15.0,-15,-2.0,1031.0,140.36,0,0,1,0,0,1,2011-12-10 08:00:00
9,21.0,-15,0.0,1031.0,144.38,0,0,1,0,0,1,2011-12-10 09:00:00
10,22.0,-15,2.0,1031.0,147.51,0,0,1,0,0,1,2011-12-10 10:00:00
11,27.0,-15,3.0,1030.0,155.56,0,0,1,0,0,1,2011-12-10 11:00:00
12,23.0,-14,4.0,1029.0,161.37,0,0,1,0,0,1,2011-12-10 12:00:00
13,21.0,-13,5.0,1028.0,167.18,0,0,1,0,0,1,2011-12-10 13:00:00
14,16.0,-13,5.0,1027.0,175.23,0,0,1,0,0,1,2011-12-10 14:00:00
15,15.0,-13,5.0,1027.0,183.28,0,0,1,0,0,1,2011-12-10 15:00:00
16,12.0,-12,5.0,1027.0,188.2,0,0,1,0,0,1,2011-12-10 16:00:00
17,63.0,-12,4.0,1027.0,193.12,0,0,1,0,0,1,2011-12-10 17:00:00
18,74.0,-13,3.0,1027.0,4.92,0,0,0,1,1,0,2011-12-10 18:00:00
19,77.0,-13,2.0,1027.0,9.84,0,0,0,1,1,0,2011-12-10 19:00:00
20,80.0,-12,2.0,1026.0,12.97,0,0,0,1,1,0,2011-12-10 20:00:00
21,85.0,-10,0.0,1026.0,14.76,0,0,0,1,1,0,2011-12-10 21:00:00
22,77.0,-10,-1.0,1026.0,16.55,0,0,0,1,1,0,2011-12-10 22:00:00
23,76.0,-11,0.0,1026.0,0.89,0,0,0,0,0,0,2011-12-10 23:00:00
0,73.0,-10,-3.0,1026.0,1.79,0,0,0,1,1,0,2011-12-11 00:00:00
1,82.0,-9,-3.0,1026.0,0.89,0,0,0,0,0,0,2011-12-11 01:00:00
2,87.0,-11,-5.0,1026.0,1.78,0,0,0,0,0,0,2011-12-11 02:00:00
3,100.0,-10,-6.0,1026.0,2.67,0,0,0,0,0,0,2011-12-11 03:00:00
4,113.0,-9,-5.0,1026.0,3.56,0,0,0,0,0,0,2011-12-11 04:00:00
5,135.0,-10,-7.0,1026.0,4.45,0,0,0,0,0,0,2011-12-11 05:00:00
6,148.0,-10,-7.0,1026.0,1.79,0,0,1,0,1,0,2011-12-11 06:00:00
7,153.0,-10,-8.0,1026.0,3.58,0,0,1,0,1,0,2011-12-11 07:00:00
8,187.0,-7,-4.0,1027.0,1.79,0,0,1,0,0,1,2011-12-11 08:00:00
9,180.0,-6,1.0,1027.0,3.58,0,0,1,0,0,1,2011-12-11 09:00:00
10,176.0,-9,6.0,1027.0,0.89,0,0,0,0,0,0,2011-12-11 10:00:00
11,70.0,-10,7.0,1027.0,1.78,0,0,0,0,0,0,2011-12-11 11:00:00
12,46.0,-10,10.0,1026.0,7.15,0,0,1,0,0,1,2011-12-11 12:00:00
13,30.0,-10,10.0,1025.0,15.2,0,0,1,0,0,1,2011-12-11 13:00:00
14,24.0,-10,10.0,1024.0,23.25,0,0,1,0,0,1,2011-12-11 14:00:00
15,28.0,-11,9.0,1025.0,30.4,0,0,1,0,0,1,2011-12-11 15:00:00
16,30.0,-10,9.0,1025.0,38.45,0,0,1,0,0,1,2011-12-11 16:00:00
17,33.0,-10,8.0,1025.0,45.6,0,0,1,0,0,1,2011-12-11 17:00:00
18,49.0,-10,7.0,1026.0,51.41,0,0,1,0,0,1,2011-12-11 18:00:00
19,47.0,-10,7.0,1026.0,57.22,0,0,1,0,0,1,2011-12-11 19:00:00
20,55.0,-10,6.0,1027.0,60.35,0,0,1,0,0,1,2011-12-11 20:00:00
21,59.0,-10,6.0,1027.0,65.27,0,0,1,0,0,1,2011-12-11 21:00:00
22,79.0,-10,3.0,1027.0,1.79,0,0,1,0,1,0,2011-12-11 22:00:00
23,48.0,-8,0.0,1027.0,1.79,0,0,1,0,0,1,2011-12-11 23:00:00
0,50.0,-8,0.0,1028.0,2.68,0,0,1,0,0,1,2011-12-12 00:00:00
1,62.0,-7,0.0,1028.0,4.47,0,0,1,0,0,1,2011-12-12 01:00:00
2,61.0,-8,-2.0,1029.0,7.6,0,0,1,0,0,1,2011-12-12 02:00:00
3,46.0,-8,-4.0,1029.0,11.62,0,0,1,0,0,1,2011-12-12 03:00:00
4,35.0,-8,-3.0,1029.0,15.64,0,0,1,0,0,1,2011-12-12 04:00:00
5,25.0,-8,-1.0,1029.0,19.66,0,0,1,0,0,1,2011-12-12 05:00:00
6,17.0,-8,-1.0,1029.0,23.68,0,0,1,0,0,1,2011-12-12 06:00:00
7,16.0,-9,1.0,1030.0,4.02,0,0,1,0,1,0,2011-12-12 07:00:00
8,20.0,-10,1.0,1031.0,8.94,0,0,1,0,1,0,2011-12-12 08:00:00
9,25.0,-9,3.0,1031.0,12.07,0,0,1,0,1,0,2011-12-12 09:00:00
10,29.0,-10,4.0,1032.0,15.2,0,0,1,0,1,0,2011-12-12 10:00:00
11,26.0,-10,6.0,1031.0,1.79,0,0,0,1,1,0,2011-12-12 11:00:00
12,43.0,-9,6.0,1030.0,1.79,0,0,0,0,0,0,2011-12-12 12:00:00
13,31.0,-9,7.0,1030.0,1.79,0,0,0,1,1,0,2011-12-12 13:00:00
14,38.0,-10,7.0,1029.0,3.58,0,0,0,1,1,0,2011-12-12 14:00:00
15,61.0,-10,6.0,1029.0,5.37,0,0,0,1,1,0,2011-12-12 15:00:00
16,65.0,-10,5.0,1029.0,8.5,0,0,0,1,1,0,2011-12-12 16:00:00
17,57.0,-9,3.0,1029.0,9.39,0,0,0,1,1,0,2011-12-12 17:00:00
18,82.0,-9,1.0,1029.0,11.18,0,0,0,1,1,0,2011-12-12 18:00:00
19,91.0,-4,1.0,1030.0,12.97,0,0,0,1,1,0,2011-12-12 19:00:00
20,79.0,-4,0.0,1030.0,16.1,0,0,0,1,1,0,2011-12-12 20:00:00
21,62.0,-4,0.0,1030.0,17.89,0,0,0,1,1,0,2011-12-12 21:00:00
22,62.0,-3,0.0,1030.0,21.02,0,0,0,1,1,0,2011-12-12 22:00:00
23,71.0,-4,0.0,1030.0,24.15,0,0,0,1,1,0,2011-12-12 23:00:00
0,82.0,-4,-1.0,1029.0,25.04,0,0,0,1,1,0,2011-12-13 00:00:00
1,81.0,-4,-1.0,1029.0,0.89,0,0,0,0,0,0,2011-12-13 01:00:00
2,90.0,-4,-1.0,1028.0,0.89,0,0,0,1,1,0,2011-12-13 02:00:00
3,100.0,-4,-1.0,1028.0,0.89,0,0,0,0,0,0,2011-12-13 03:00:00
4,88.0,-3,-1.0,1027.0,0.89,0,0,1,0,1,0,2011-12-13 04:00:00
5,79.0,-3,0.0,1027.0,0.89,0,0,0,0,0,0,2011-12-13 05:00:00
6,87.0,-2,1.0,1026.0,1.79,0,0,0,1,1,0,2011-12-13 06:00:00
7,90.0,-2,1.0,1026.0,3.58,0,0,0,1,1,0,2011-12-13 07:00:00
8,83.0,-2,1.0,1025.0,5.37,0,0,0,1,1,0,2011-12-13 08:00:00
9,93.0,-1,1.0,1025.0,7.16,0,0,0,1,1,0,2011-12-13 09:00:00
10,121.0,-1,2.0,1025.0,0.89,0,0,0,0,0,0,2011-12-13 10:00:00
11,147.0,-1,2.0,1024.0,0.89,0,0,0,1,1,0,2011-12-13 11:00:00
12,175.0,-1,2.0,1023.0,0.89,0,0,0,0,0,0,2011-12-13 12:00:00
13,181.0,-1,3.0,1022.0,1.78,0,0,0,0,0,0,2011-12-13 13:00:00
14,186.0,-1,3.0,1022.0,2.67,0,0,0,0,0,0,2011-12-13 14:00:00
15,200.0,-1,3.0,1021.0,3.56,0,0,0,0,0,0,2011-12-13 15:00:00
16,223.0,-1,2.0,1022.0,0.89,0,0,0,1,1,0,2011-12-13 16:00:00
17,238.0,-2,0.0,1022.0,0.89,0,0,0,0,0,0,2011-12-13 17:00:00
18,247.0,-2,-1.0,1022.0,1.78,0,0,0,0,0,0,2011-12-13 18:00:00
19,279.0,0,2.0,1022.0,2.67,0,0,0,0,0,0,2011-12-13 19:00:00
20,304.0,-4,-3.0,1023.0,3.56,0,0,0,0,0,0,2011-12-13 20:00:00
21,320.0,-5,-4.0,1023.0,4.45,0,0,0,0,0,0,2011-12-13 21:00:00
22,282.0,-1,0.0,1024.0,3.13,0,0,1,0,0,1,2011-12-13 22:00:00
23,56.0,-3,-1.0,1025.0,8.05,0,0,1,0,0,1,2011-12-13 23:00:00
0,16.0,-14,1.0,1025.0,20.12,0,0,1,0,0,1,2011-12-14 00:00:00
1,15.0,-13,0.0,1027.0,31.3,0,0,1,0,0,1,2011-12-14 01:00:00
2,14.0,-15,-1.0,1029.0,41.13,0,0,1,0,0,1,2011-12-14 02:00:00
3,14.0,-16,-3.0,1031.0,49.18,0,0,1,0,0,1,2011-12-14 03:00:00
4,13.0,-16,-3.0,1031.0,57.23,0,0,1,0,0,1,2011-12-14 04:00:00
5,10.0,-16,-4.0,1032.0,62.15,0,0,1,0,0,1,2011-12-14 05:00:00
